ID;Jugador;Nacionalidad;Posicion;Equipo;Liga;Edad;Nacimiento;Partidos;Partidos-titular;Minutos;Goles;Asistencias;G+A;Gol-Penal;Amarillas;Rojas;Goles-esperados;xAG
2513;Filip Stojilković;ch SUI;FW,MF;Darmstadt 98;de Bundesliga;23;2000;6;0;154;0;0;0;0;1;0;0.2;0.0
2514;John Stones;eng ENG;DF,MF;Manchester City;eng Premier League;29;1994;16;12;1064;1;0;1;1;2;0;1.0;0.2
2515;Thomas Strakosha;al ALB;GK;Brentford;eng Premier League;28;1995;2;1;135;0;0;0;0;0;0;0.0;0.0
2516;Jørgen Strand Larsen;no NOR;FW;Celta Vigo;es La Liga;23;2000;37;36;2863;13;3;16;13;5;0;14.5;2.5
2517;Gabriel Strefezza;br BRA;FW;Lecce;it Serie A;26;1997;19;13;1112;1;0;1;0;4;0;2.5;1.2
2518;Kevin Strootman;nl NED;MF;Genoa;it Serie A;33;1990;27;15;1207;0;2;2;0;4;0;0.1;1.3
2519;Cristhian Stuani;uy URU;FW;Girona;es La Liga;36;1986;31;5;804;9;3;12;9;6;0;9.6;1.9
2520;Álex Suárez;es ESP;DF;Las Palmas;es La Liga;30;1993;32;30;2562;2;0;2;2;7;0;1.2;0.2
2521;Damián Suárez;uy URU;DF;Getafe;es La Liga;35;1988;16;15;1299;0;2;2;0;7;1;0.3;0.8
2522;Denis Suárez;es ESP;MF,FW;Villarreal;es La Liga;29;1994;4;1;133;0;0;0;0;0;0;0.1;0.3
2523;Gabriel Suazo;cl CHI;DF;Toulouse;fr Ligue 1;25;1997;31;27;2357;0;4;4;0;5;0;0.7;3.0
2524;Isaac Success;ng NGA;FW,MF;Udinese;it Serie A;27;1996;27;9;880;1;1;2;1;4;0;2.7;1.1
2525;Niklas Süle;de GER;DF;Dortmund;de Bundesliga;27;1995;23;14;1514;1;0;1;1;0;0;0.4;0.2
2526;Ibrahim Sulemana;gh GHA;MF;Cagliari;it Serie A;20;2003;21;16;1339;2;0;2;2;4;0;0.8;0.1
2527;Tomáš Suslov;sk SVK;MF,FW;Hellas Verona;it Serie A;21;2002;32;23;2092;3;5;8;2;7;0;3.5;3.6
2528;Suso;es ESP;MF,FW;Sevilla;es La Liga;29;1993;29;15;1517;1;4;5;1;5;1;1.4;3.9
2529;Mattias Svanberg;se SWE;MF;Wolfsburg;de Bundesliga;24;1999;25;20;1715;1;3;4;1;8;0;3.0;2.3
2530;Max Svensson;es ESP;FW;Osasuna;es La Liga;;;1;0;3;0;0;0;0;0;0;0.0;0.0
2531;Mile Svilar;rs SRB;GK;Roma;it Serie A;23;1999;15;15;1350;0;0;0;0;1;0;0.0;0.0
2532;Williot Swedberg;se SWE;FW,MF;Celta Vigo;es La Liga;19;2004;15;4;439;5;0;5;5;1;0;2.3;0.2
2533;Karol Świderski;pl POL;FW,MF;Hellas Verona;it Serie A;26;1997;15;3;504;2;0;2;2;0;0;1.7;0.4
2534;Abakar Sylla;ci CIV;DF;Strasbourg;fr Ligue 1;20;2002;22;19;1792;2;0;2;2;4;0;1.6;0.5
2535;Dembo Sylla;gn GUI;DF;Lorient;fr Ligue 1;20;2002;1;0;45;0;0;0;0;0;0;0.1;0.0
2536;Issiaga Sylla;gn GUI;DF,FW;Montpellier;fr Ligue 1;29;1994;19;17;1455;1;2;3;1;3;0;1.4;1.7
2537;Mamadou Sylla;sn SEN;FW,MF;Alavés;es La Liga;29;1994;2;0;18;0;0;0;0;0;0;0.0;0.0
2538;Attila Szalai;hu HUN;DF;Hoffenheim;de Bundesliga;25;1998;4;4;288;0;0;0;0;1;0;0.0;0.5
2539;Attila Szalai;hu HUN;DF;Freiburg;de Bundesliga;25;1998;3;0;103;0;0;0;0;0;0;0.0;0.1
2540;Wojciech Szczęsny;pl POL;GK;Juventus;it Serie A;33;1990;35;35;3150;0;0;0;0;1;0;0.0;0.0
2541;Dominik Szoboszlai;hu HUN;MF;Liverpool;eng Premier League;22;2000;33;25;2104;3;2;5;3;1;0;3.7;5.8
2542;Przemysław Szymiński;pl POL;MF;Frosinone;it Serie A;29;1994;1;0;9;0;0;0;0;0;0;0.0;0.0
2543;Alexander Sørloth;no NOR;FW;Villarreal;es La Liga;27;1995;34;30;2489;23;6;29;23;3;0;12.3;4.4
2544;Musa Al-Taamari;jo JOR;FW;Montpellier;fr Ligue 1;26;1997;27;24;1928;5;2;7;5;0;0;3.6;3.5
2545;Nicolás Tagliafico;ar ARG;DF;Lyon;fr Ligue 1;30;1992;25;25;2123;3;1;4;3;7;1;2.6;1.0
2546;Jonathan Tah;de GER;DF;Leverkusen;de Bundesliga;27;1996;31;30;2631;4;1;5;4;6;0;2.1;0.3
2547;Montassar Talbi;tn TUN;DF;Lorient;fr Ligue 1;25;1998;25;25;2204;0;0;0;0;2;0;0.6;0.2
2548;Yassin Tallal;es ESP;FW;Getafe;es La Liga;18;2005;1;0;3;0;0;0;0;0;0;0.0;0.0
2549;Adrien Tameze;cm CMR;DF,MF;Torino;it Serie A;29;1994;29;25;2146;0;2;2;0;6;1;0.7;2.2
2550;Renato Tapia;pe PER;MF,DF;Celta Vigo;es La Liga;28;1995;21;15;1337;0;0;0;0;5;1;1.0;0.6
2551;Edmond Tapsoba;bf BFA;DF;Leverkusen;de Bundesliga;24;1999;28;23;2087;0;1;1;0;4;0;1.0;1.0
2552;Matt Targett;eng ENG;DF;Newcastle Utd;eng Premier League;27;1995;3;1;78;0;0;0;0;1;0;0.0;0.0
2553;Oussama Targhalline;ma MAR;MF;Le Havre;fr Ligue 1;21;2002;14;12;1025;0;0;0;0;4;1;0.2;0.4
2554;James Tarkowski;eng ENG;DF;Everton;eng Premier League;30;1992;38;38;3419;1;1;2;1;11;0;2.6;2.5
2555;César Tárrega;es ESP;DF;Valencia;es La Liga;21;2002;1;0;8;0;0;0;0;0;0;0.0;0.0
2556;Jimi Tauriainen;eng ENG;FW;Chelsea;eng Premier League;19;2004;1;0;1;0;0;0;0;0;0;0.0;0.0
2557;Nuno Tavares;pt POR;DF;Nott'ham Forest;eng Premier League;23;2000;8;5;457;0;0;0;0;2;0;0.2;0.5
2558;Marcus Tavernier;eng ENG;FW;Bournemouth;eng Premier League;24;1999;30;25;2118;3;4;7;3;3;0;3.9;5.2
2559;Elayis Tavsan;nl NED;MF,FW;Hellas Verona;it Serie A;22;2001;3;0;50;0;0;0;0;0;0;0.1;0.0
2560;Charlie Taylor;eng ENG;DF;Burnley;eng Premier League;29;1993;28;25;2331;1;1;2;1;8;0;0.2;1.2
2561;Marciano Tchami;gw GNB;FW,MF;Almería;es La Liga;19;2004;6;0;43;0;0;0;0;0;0;0.0;0.0
2562;Loum Tchaouna;fr FRA;FW,MF;Salernitana;it Serie A;19;2003;33;23;2100;4;3;7;4;4;0;2.6;1.5
2563;Jackson Tchatchoua;cm CMR;DF;Hellas Verona;it Serie A;21;2001;26;19;1725;0;2;2;0;2;0;0.0;1.3
2564;Enzo Tchato;cm CMR;DF;Montpellier;fr Ligue 1;20;2002;17;11;1125;0;0;0;0;2;0;0.3;0.3
2565;Aurélien Tchouaméni;fr FRA;MF,DF;Real Madrid;es La Liga;23;2000;27;22;1987;3;1;4;3;7;0;1.3;0.9
2566;Mathys Tel;fr FRA;FW,MF;Bayern Munich;de Bundesliga;18;2005;30;6;1050;7;5;12;7;2;0;3.7;2.3
2567;Nathan Tella;ng NGA;DF,MF;Leverkusen;de Bundesliga;24;1999;24;8;819;5;2;7;5;2;0;3.5;3.2
2568;Nahuel Tenaglia;ar ARG;DF;Alavés;es La Liga;27;1996;25;11;1141;1;0;1;1;5;0;0.6;0.5
2569;Arnau Tenas;es ESP;GK;Paris S-G;fr Ligue 1;22;2001;6;5;529;0;1;1;0;0;0;0.0;0.8
2570;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;31;1992;28;28;2520;0;0;0;0;3;0;0.0;0.1
2571;Filippo Terracciano;it ITA;DF;Hellas Verona;it Serie A;20;2003;18;14;1296;0;1;1;0;1;0;0.3;1.0
2572;Filippo Terracciano;it ITA;DF,FW;Milan;it Serie A;20;2003;3;1;76;0;0;0;0;1;0;0.0;0.0
2573;Pietro Terracciano;it ITA;GK;Fiorentina;it Serie A;33;1990;33;33;2970;0;0;0;0;3;0;0.0;0.2
2574;Ramón Terrats;es ESP;MF,DF;Villarreal;es La Liga;22;2000;19;6;785;0;2;2;0;4;0;0.4;1.6
2575;Martin Terrier;fr FRA;FW,MF;Rennes;fr Ligue 1;26;1997;24;19;1527;7;3;10;7;2;1;5.2;2.6
2576;Kenny Tete;nl NED;DF;Fulham;eng Premier League;27;1995;14;10;867;1;0;1;1;2;0;0.9;0.4
2577;Benjamin Tetteh;gh GHA;FW,MF;Metz;fr Ligue 1;26;1997;12;1;278;0;0;0;0;2;0;0.3;0.1
2578;Teddy Teuma;mt MLT;MF;Reims;fr Ligue 1;29;1993;28;25;2113;6;3;9;5;7;0;3.1;3.7
2579;Florian Thauvin;fr FRA;FW;Udinese;it Serie A;30;1993;29;19;1710;5;3;8;4;4;0;4.7;4.2
2580;Arthur Theate;be BEL;DF;Rennes;fr Ligue 1;23;2000;28;27;2296;2;0;2;2;4;0;1.9;0.8
2581;Norman Theuerkauf;de GER;MF,DF;Heidenheim;de Bundesliga;36;1987;25;14;1259;0;1;1;0;3;0;0.4;0.8
2582;Malick Thiaw;de GER;DF;Milan;it Serie A;21;2001;21;19;1619;0;1;1;0;5;1;0.6;0.1
2583;Jan Thielmann;de GER;FW,DF;Köln;de Bundesliga;21;2002;22;20;1579;1;0;1;1;4;1;2.3;1.1
2584;Denis Thomalla;de GER;MF,FW;Heidenheim;de Bundesliga;30;1992;21;3;446;0;0;0;0;0;0;0.3;0.4
2585;Luke Thomas;eng ENG;DF;Sheffield Utd;eng Premier League;22;2001;12;11;917;0;0;0;0;3;0;0.5;0.1
2586;Adrien Thomasson;fr FRA;MF;Lens;fr Ligue 1;29;1993;29;13;1193;1;2;3;1;2;1;3.8;3.9
2587;Morten Thorsby;no NOR;MF;Genoa;it Serie A;27;1996;24;9;1157;2;2;4;2;2;0;1.8;1.4
2588;Kristian Thorstvedt;no NOR;MF;Sassuolo;it Serie A;24;1999;34;30;2397;6;1;7;6;7;0;4.4;1.6
2589;Khéphren Thuram;fr FRA;MF;Nice;fr Ligue 1;22;2001;27;25;2108;1;1;2;1;7;0;3.4;3.7
2590;Marcus Thuram;fr FRA;FW;Inter;it Serie A;25;1997;35;34;2687;13;7;20;13;3;0;14.3;3.7
2591;Cheikh Tidiane Sabaly;sn SEN;FW,MF;Metz;fr Ligue 1;24;1999;29;17;1379;3;1;4;3;4;0;2.7;1.2
2592;Youri Tielemans;be BEL;MF,FW;Aston Villa;eng Premier League;26;1997;32;17;1622;2;6;8;2;3;0;1.3;2.6
2593;Kieran Tierney;sct SCO;DF;Real Sociedad;es La Liga;26;1997;20;14;1238;0;2;2;0;1;0;0.2;0.6
2594;Phillip Tietz;de GER;FW;Augsburg;de Bundesliga;26;1997;34;31;2382;8;4;12;8;1;0;8.2;2.6
2595;Steffen Tigges;de GER;FW;Köln;de Bundesliga;25;1998;25;6;727;3;0;3;3;0;0;2.6;1.6
2596;Antonio Tikvić;hr CRO;DF;Udinese;it Serie A;19;2004;1;0;1;0;0;0;0;0;0;0.0;0.0
2597;Jurriën Timber;nl NED;DF;Arsenal;eng Premier League;22;2001;2;1;71;0;0;0;0;2;0;0.0;0.0
2598;Jean-Clair Todibo;fr FRA;DF;Nice;fr Ligue 1;23;1999;30;30;2651;0;2;2;0;2;1;0.6;1.6
2599;Harry Toffolo;eng ENG;DF;Nott'ham Forest;eng Premier League;27;1995;23;15;1459;1;3;4;1;3;0;1.6;1.5
2600;Umut Tohumcu;de GER;MF;Hoffenheim;de Bundesliga;18;2004;20;12;1011;0;2;2;0;5;0;0.5;1.1
2601;Corentin Tolisso;fr FRA;MF;Lyon;fr Ligue 1;28;1994;25;21;1741;2;1;3;1;5;0;3.2;1.8
2602;Jeremy Toljan;de GER;DF;Sassuolo;it Serie A;28;1994;25;24;2083;0;5;5;0;1;0;0.6;1.6
2603;Rafael Tolói;it ITA;DF;Atalanta;it Serie A;32;1990;18;10;965;0;0;0;0;6;1;0.1;0.1
2604;Raúl de Tomás;es ESP;FW;Rayo Vallecano;es La Liga;28;1994;25;15;1272;1;2;3;0;5;0;3.4;1.3
2605;Tiago Tomás;pt POR;FW,MF;Wolfsburg;de Bundesliga;21;2002;26;11;1032;1;1;2;1;3;0;2.7;0.8
2606;Takehiro Tomiyasu;jp JPN;DF;Arsenal;eng Premier League;24;1998;22;10;1149;2;1;3;2;2;1;1.5;0.4
2607;James Tomkins;eng ENG;DF;Crystal Palace;eng Premier League;34;1989;4;0;10;0;0;0;0;0;0;0.0;0.0
2608;Fikayo Tomori;eng ENG;DF;Milan;it Serie A;25;1997;26;24;2121;4;0;4;4;8;1;3.7;0.2
2609;Sandro Tonali;it ITA;MF;Newcastle Utd;eng Premier League;23;2000;8;5;438;1;0;1;1;2;0;0.7;0.6
2610;Ivan Toney;eng ENG;FW;Brentford;eng Premier League;27;1996;17;16;1450;4;2;6;4;5;0;6.0;1.5
2611;Pablo Torre;es ESP;MF,FW;Girona;es La Liga;20;2003;26;4;701;0;2;2;0;1;0;0.8;0.9
2612;Raúl Torrente;es ESP;DF;Granada;es La Liga;21;2001;17;14;1250;0;0;0;0;4;0;0.2;0.4
2613;Ferrán Torres;es ESP;FW;Barcelona;es La Liga;23;2000;29;12;1211;7;2;9;7;2;0;5.5;2.7
2614;Óliver Torres;es ESP;MF;Sevilla;es La Liga;28;1994;27;18;1616;0;1;1;0;3;0;0.5;2.2
2615;Pau Torres;es ESP;DF;Aston Villa;eng Premier League;26;1997;29;27;2464;2;0;2;2;1;0;1.0;0.4
2616;Lucas Torró;es ESP;MF;Osasuna;es La Liga;29;1994;28;21;1788;1;0;1;1;5;0;1.5;0.6
2617;Fabio Torsiello;it ITA;FW,DF;Darmstadt 98;de Bundesliga;18;2005;10;1;156;0;0;0;0;0;0;0.3;0.0
2618;Ahmed Touba;dz ALG;DF;Lecce;it Serie A;25;1998;6;3;277;0;0;0;0;1;0;0.0;0.0
2619;Abdoulaye Touré;gn GUI;MF;Le Havre;fr Ligue 1;29;1994;30;27;2284;2;0;2;0;4;0;3.0;0.9
2620;Souleymane Touré;fr FRA;DF;Lorient;fr Ligue 1;20;2003;24;23;2051;1;1;2;1;6;0;1.7;0.4
2621;Lucas Tousart;fr FRA;MF;Union Berlin;de Bundesliga;26;1997;23;18;1572;0;0;0;0;5;0;1.5;0.9
2622;Andros Townsend;eng ENG;MF,FW;Luton Town;eng Premier League;32;1991;27;14;1210;1;3;4;1;1;0;1.2;1.3
2623;James Trafford;eng ENG;GK;Burnley;eng Premier League;20;2002;28;28;2520;0;0;0;0;2;0;0.0;0.0
2624;Adama Traoré;es ESP;FW,MF;Fulham;eng Premier League;27;1996;17;1;377;2;3;5;2;2;0;1.5;0.7
2625;Bertrand Traoré;bf BFA;DF,FW;Aston Villa;eng Premier League;27;1995;2;0;11;0;0;0;0;0;0;0.0;0.0
2626;Bertrand Traoré;bf BFA;MF;Villarreal;es La Liga;27;1995;11;6;568;1;0;1;1;4;0;0.9;0.4
2627;Boubacar Traoré;ml MLI;MF;Wolves;eng Premier League;21;2001;24;7;819;0;0;0;0;4;0;0.3;0.4
2628;Chaka Traorè;ci CIV;FW;Milan;it Serie A;18;2004;2;0;20;1;0;1;1;0;0;0.1;0.0
2629;Daouda Traoré;fr FRA;MF;Nice;fr Ligue 1;17;2006;1;0;16;0;0;0;0;0;0;0.1;0.0
2630;Hamari Traoré;ml MLI;DF;Real Sociedad;es La Liga;31;1992;31;27;2292;0;2;2;0;7;0;0.5;1.5
2631;Ismaël Traoré;ci CIV;DF;Metz;fr Ligue 1;36;1986;26;25;2220;2;0;2;2;2;0;0.8;0.2
2632;Omar Traoré;de GER;DF;Heidenheim;de Bundesliga;25;1998;31;29;2472;0;2;2;0;5;0;0.3;1.3
2633;Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;33;1990;32;32;2880;0;0;0;0;2;0;0.0;0.0
2634;Mark Travers;ie IRL;GK;Bournemouth;eng Premier League;24;1999;4;4;360;0;0;0;0;0;0;0.0;0.0
2635;Óscar Trejo;ar ARG;FW,MF;Rayo Vallecano;es La Liga;35;1988;31;19;1380;0;0;0;0;4;1;0.9;1.3
2636;Mike Trésor;be BEL;FW,MF;Burnley;eng Premier League;24;1999;16;3;420;0;0;0;0;0;0;0.5;0.4
2637;Manu Trigueros;es ESP;MF;Villarreal;es La Liga;31;1991;14;2;309;0;0;0;0;0;0;0.5;0.2
2638;Christopher Trimmel;at AUT;DF;Union Berlin;de Bundesliga;36;1987;26;19;1646;0;2;2;0;2;1;0.6;2.1
2639;Kieran Trippier;eng ENG;DF;Newcastle Utd;eng Premier League;32;1990;28;26;2236;1;10;11;1;5;0;0.7;7.5
2640;Leandro Trossard;be BEL;FW,MF;Arsenal;eng Premier League;28;1994;34;18;1649;12;1;13;12;2;0;7.9;2.8
2641;Adrien Truffert;fr FRA;DF;Rennes;fr Ligue 1;21;2001;30;24;2145;1;2;3;1;6;0;1.7;1.8
2642;Auston Trusty;us USA;DF;Sheffield Utd;eng Premier League;24;1998;32;28;2572;0;0;0;0;4;0;0.4;1.1
2643;Kostas Tsimikas;gr GRE;DF;Liverpool;eng Premier League;27;1996;13;8;679;0;3;3;0;0;0;0.1;1.0
2644;Viktor Tsyhankov;ua UKR;MF,FW;Girona;es La Liga;25;1997;30;26;2052;8;7;15;8;0;0;6.2;5.9
2645;Stefano Turati;it ITA;GK;Frosinone;it Serie A;21;2001;31;31;2745;0;0;0;0;0;0;0.0;0.0
2646;Matt Turner;us USA;GK;Nott'ham Forest;eng Premier League;29;1994;17;17;1530;0;0;0;0;2;0;0.0;0.0
2647;Beñat Turrientes;es ESP;MF;Real Sociedad;es La Liga;21;2002;29;19;1687;0;1;1;0;4;0;1.2;0.5
2648;Tuta;br BRA;DF;Eint Frankfurt;de Bundesliga;24;1999;30;30;2600;1;2;3;1;3;2;1.4;2.1
2649;Destiny Udogie;it ITA;DF;Tottenham;eng Premier League;20;2002;28;28;2391;2;3;5;2;7;1;2.4;2.2
2650;Matthieu Udol;fr FRA;DF;Metz;fr Ligue 1;27;1996;30;30;2700;3;3;6;3;5;0;1.4;3.1
2651;Manuel Ugarte Ribeiro;uy URU;MF;Paris S-G;fr Ligue 1;22;2001;25;21;1932;0;2;2;0;5;0;0.6;0.9
2652;Lesley Ugochukwu;fr FRA;MF;Chelsea;eng Premier League;19;2004;12;3;301;0;0;0;0;2;0;0.0;0.1
2653;Lukas Ullrich;de GER;DF,FW;Gladbach;de Bundesliga;19;2004;4;0;47;0;0;0;0;0;0;0.0;0.0
2654;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;34;1988;11;11;990;0;0;0;0;1;0;0.0;0.0
2655;Samuel Umtiti;fr FRA;DF;Lille;fr Ligue 1;29;1993;6;2;185;0;0;0;0;0;0;0.0;0.0
2656;Enes Ünal;tr TUR;FW,MF;Bournemouth;eng Premier League;26;1997;16;2;328;2;2;4;2;1;0;2.9;1.0
2657;Enes Ünal;tr TUR;FW,MF;Getafe;es La Liga;26;1997;3;1;140;0;1;1;0;0;0;0.1;0.4
2658;Deniz Undav;de GER;FW,MF;Stuttgart;de Bundesliga;27;1996;30;23;2089;18;10;28;18;5;0;15.0;6.5
2659;Dayot Upamecano;fr FRA;DF;Bayern Munich;de Bundesliga;24;1998;25;19;1762;1;0;1;1;3;1;1.7;0.5
2660;Kacper Urbanski;pl POL;MF,FW;Bologna;it Serie A;18;2004;22;9;926;0;1;1;0;2;0;1.1;0.8
2661;Mark Uth;de GER;MF,FW;Köln;de Bundesliga;31;1991;11;3;373;0;1;1;0;2;0;2.0;1.4
2662;Myrto Uzuni;al ALB;FW;Granada;es La Liga;28;1995;34;28;2448;11;1;12;7;3;0;12.9;2.6
2663;Josha Vagnoman;de GER;DF;Stuttgart;de Bundesliga;22;2000;18;12;1183;2;2;4;2;2;0;1.3;1.3
2664;Óscar Valentín;es ESP;MF;Rayo Vallecano;es La Liga;28;1994;34;32;2692;1;0;1;1;7;1;1.7;0.6
2665;Emanuele Valeri;it ITA;DF;Frosinone;it Serie A;24;1998;16;14;1178;0;1;1;0;3;0;0.9;2.4
2666;Martin Valjent;sk SVK;DF;Mallorca;es La Liga;27;1995;28;28;2349;0;1;1;0;5;0;0.3;0.9
2667;Jesús Vallejo;es ESP;DF;Granada;es La Liga;26;1997;3;1;108;0;0;0;0;1;0;0.0;0.0
2668;Álvaro Vallés;es ESP;GK;Las Palmas;es La Liga;26;1997;37;37;3263;0;0;0;0;2;1;0.0;0.0
2669;Federico Valverde;uy URU;MF;Real Madrid;es La Liga;25;1998;37;33;2904;2;7;9;2;2;0;3.5;5.8
2670;Kévin Van Den Kerkhof;dz ALG;FW,MF;Metz;fr Ligue 1;27;1996;29;21;1913;1;2;3;1;2;0;1.5;3.5
2671;Siebe Van Der Heyden;be BEL;DF;Mallorca;es La Liga;25;1998;6;4;286;0;0;0;0;2;1;0.2;0.0
2672;Virgil van Dijk;nl NED;DF;Liverpool;eng Premier League;32;1991;36;36;3177;2;2;4;2;3;1;2.8;1.6
2673;Vanderson;br BRA;DF;Monaco;fr Ligue 1;22;2001;20;20;1641;3;1;4;3;6;1;2.1;1.4
2674;Raphaël Varane;fr FRA;DF;Manchester Utd;eng Premier League;30;1993;22;16;1375;1;0;1;1;2;0;1.3;0.1
2675;Ruben Vargas;ch SUI;MF,FW;Augsburg;de Bundesliga;24;1998;31;25;1962;4;5;9;4;3;0;3.9;2.4
2676;Johan Vásquez;mx MEX;DF;Genoa;it Serie A;24;1998;37;32;2850;1;1;2;1;6;0;1.9;0.8
2677;José Luis García Vayá;es ESP;MF;Valencia;es La Liga;24;1998;37;37;3302;7;1;8;0;4;0;7.3;3.2
2678;Borja Vázquez;es ESP;FW;Cádiz;es La Liga;18;2005;1;0;4;0;0;0;0;0;0;0.0;0.1
2679;Jesus Vazquez;es ESP;DF,MF;Valencia;es La Liga;20;2003;20;6;716;1;0;1;1;1;0;1.2;0.1
2680;Kevin Vázquez;es ESP;DF;Celta Vigo;es La Liga;30;1993;12;10;700;0;0;0;0;3;0;0.0;0.2
2681;Lucas Vázquez;es ESP;DF;Real Madrid;es La Liga;32;1991;29;14;1419;3;6;9;3;0;0;1.2;3.8
2682;Matías Vecino;uy URU;MF;Lazio;it Serie A;31;1991;31;8;1153;6;1;7;6;8;0;3.7;0.4
2683;Gabriel Veiga;es ESP;FW;Celta Vigo;es La Liga;21;2002;1;0;18;0;0;0;0;0;0;0.0;0.0
2684;Alejo Véliz;ar ARG;FW;Tottenham;eng Premier League;19;2003;8;0;50;1;0;1;1;1;0;0.2;0.0
2685;Alejo Véliz;ar ARG;FW;Sevilla;es La Liga;19;2003;6;0;35;0;0;0;0;0;0;0.2;0.0
2686;Miloš Veljković;rs SRB;DF;Werder Bremen;de Bundesliga;27;1995;23;21;1920;2;1;3;2;2;0;1.7;0.8
2687;Joël Veltman;nl NED;DF;Brighton;eng Premier League;31;1992;27;17;1588;1;1;2;1;4;0;0.4;0.5
2688;Micky van de Ven;nl NED;DF;Tottenham;eng Premier League;22;2001;27;27;2339;3;0;3;3;5;0;0.6;0.0
2689;Lorenzo Venuti;it ITA;DF;Lecce;it Serie A;28;1995;14;3;364;0;0;0;0;1;0;0.1;0.3
2690;Bart Verbruggen;nl NED;GK;Brighton;eng Premier League;20;2002;21;21;1890;0;0;0;0;3;0;0.0;0.0
2691;Simone Verdi;it ITA;FW;Torino;it Serie A;31;1992;1;0;4;0;0;0;0;0;0;0.0;0.1
2692;Jordan Veretout;fr FRA;MF;Marseille;fr Ligue 1;30;1993;29;24;2183;1;2;3;1;4;0;2.9;5.0
2693;Arthur Vermeeren;be BEL;MF;Atlético Madrid;es La Liga;18;2005;5;2;162;0;0;0;0;2;0;0.0;0.1
2694;Yorbe Vertessen;be BEL;FW,MF;Union Berlin;de Bundesliga;22;2001;13;7;593;3;2;5;3;1;0;2.7;1.3
2695;Mikel Vesga;es ESP;MF;Athletic Club;es La Liga;30;1993;27;18;1534;3;1;4;1;2;0;2.7;1.2
2696;Guglielmo Vicario;it ITA;GK;Tottenham;eng Premier League;26;1996;38;38;3420;0;0;0;0;2;0;0.0;0.0
2697;Carlos Vicente;es ESP;FW;Alavés;es La Liga;24;1999;18;12;1114;2;4;6;2;1;0;2.3;3.7
2698;Nacho Vidal;es ESP;DF,FW;Osasuna;es La Liga;28;1995;7;0;96;1;0;1;1;0;0;0.3;0.0
2699;Nacho Vidal;es ESP;DF;Mallorca;es La Liga;28;1995;8;5;416;0;0;0;0;2;0;1.0;0.2
2700;Fabio Vieira;pt POR;MF,FW;Arsenal;eng Premier League;23;2000;11;2;297;1;2;3;0;0;1;1.3;1.6
2701;Fran Vieites;es ESP;GK;Betis;es La Liga;24;1999;4;3;315;0;0;0;0;0;0;0.0;0.0
2702;Jonathan Viera;es ESP;MF,FW;Las Palmas;es La Liga;33;1989;9;7;617;2;1;3;0;1;0;2.3;1.0
2703;Jonathan Viera;es ESP;MF;Almería;es La Liga;33;1989;12;12;912;0;3;3;0;3;1;1.3;2.7
2704;Emanuel Vignato;it ITA;MF,FW;Salernitana;it Serie A;22;2000;9;3;311;0;1;1;0;1;0;0.0;0.3
2705;Samuele Vignato;it ITA;MF,FW;Monza;it Serie A;19;2004;10;3;343;1;0;1;1;2;0;1.7;0.2
2706;Oscar Vilhelmsson;se SWE;FW,MF;Darmstadt 98;de Bundesliga;19;2003;26;16;1374;4;1;5;4;2;0;4.1;0.7
2707;Toni Villa;es ESP;FW;Girona;es La Liga;28;1995;2;0;13;0;0;0;0;0;0;0.0;0.0
2708;Asier Villalibre;es ESP;FW;Athletic Club;es La Liga;25;1997;18;4;513;2;1;3;2;0;0;1.7;1.0
2709;Gonzalo Villar;es ESP;MF;Granada;es La Liga;25;1998;35;21;1803;1;3;4;1;7;0;1.9;2.2
2710;Iván Villar;es ESP;GK;Celta Vigo;es La Liga;26;1997;12;12;1014;0;0;0;0;0;2;0.0;0.1
2711;Matías Viña;uy URU;DF;Sassuolo;it Serie A;25;1997;15;13;1014;0;3;3;0;1;0;0.3;1.4
2712;Rúben Vinagre;pt POR;DF,FW;Hellas Verona;it Serie A;24;1999;12;2;282;0;0;0;0;0;0;0.0;0.3
2713;Carlos Vinícius;br BRA;FW;Fulham;eng Premier League;28;1995;13;2;315;2;0;2;2;2;0;1.6;0.8
2714;Nicolas Viola;it ITA;MF,FW;Cagliari;it Serie A;33;1989;26;11;1207;5;2;7;5;3;0;3.4;3.9
2715;Alan Virginius;fr FRA;FW;Lille;fr Ligue 1;20;2003;2;1;71;0;0;0;0;0;0;0.0;0.0
2716;Alan Virginius;fr FRA;FW;Clermont Foot;fr Ligue 1;20;2003;14;12;934;0;2;2;0;0;0;1.3;1.5
2717;Ricardo Visus;es ESP;DF;Betis;es La Liga;22;2001;3;1;166;0;0;0;0;0;0;0.0;0.0
2718;Mattia Viti;it ITA;DF;Sassuolo;it Serie A;21;2002;15;12;979;1;0;1;1;0;0;1.0;0.0
2719;Vitinha;pt POR;FW,MF;Genoa;it Serie A;23;2000;9;2;285;2;0;2;2;2;0;1.1;0.1
2720;Vitinha;pt POR;FW;Marseille;fr Ligue 1;23;2000;18;10;923;3;2;5;3;1;0;5.1;2.9
2721;Vitinha;pt POR;MF;Paris S-G;fr Ligue 1;23;2000;28;23;2126;7;4;11;7;0;0;3.1;3.1
2722;Vitinho;br BRA;DF,MF;Burnley;eng Premier League;24;1999;32;26;2314;0;2;2;0;1;0;1.6;1.3
